artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),id_count,new_id
"['Billy Bragg', 'Wilco']","[83554, 254215]",0.44,0.779,0.84,75.61,-5.855,1,9,0.304,0.0,0.181,0.0345,0,233600,39,1998,1998,Walt Whitman's Niece,2,254215
"['Billy Bragg', 'Wilco']","[83554, 254215]",0.622,0.736,0.723,110.24,-9.229,1,9,0.422,1.18e-05,0.0829,0.0292,0,298533,62,1998,1998,California Stars,2,83554
"['Billy Bragg', 'Wilco']","[83554, 254215]",0.622,0.736,0.723,110.24,-9.229,1,9,0.422,1.18e-05,0.0829,0.0292,0,298533,62,1998,1998,California Stars,2,254215
"['Billy Bragg', 'Wilco']","[83554, 254215]",0.3,0.476,0.222,170.928,-9.712,1,11,0.501,0.0,0.112,0.0379,0,247853,47,1998,1998,Way over Yonder in the Minor Key,2,83554
"['Billy Bragg', 'Wilco']","[83554, 254215]",0.3,0.476,0.222,170.928,-9.712,1,11,0.501,0.0,0.112,0.0379,0,247853,47,1998,1998,Way over Yonder in the Minor Key,2,254215
"['Billy Butterfield', 'Margaret Whiting']","[767816, 571845]",0.366,0.221,0.324,138.472,-9.749,0,2,0.8759999999999999,0.000421,0.531,0.0372,0,172093,10,1954,1/1/1954,My Ideal,2,767816
"['Billy Butterfield', 'Margaret Whiting']","[767816, 571845]",0.366,0.221,0.324,138.472,-9.749,0,2,0.8759999999999999,0.000421,0.531,0.0372,0,172093,10,1954,1/1/1954,My Ideal,2,571845
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.314,0.221,0.166,85.956,-14.943,0,2,0.945,3.34e-06,0.382,0.0475,0,233267,8,1958,1/1/1958,Isn't This A Lovely Day,2,82584
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.314,0.221,0.166,85.956,-14.943,0,2,0.945,3.34e-06,0.382,0.0475,0,233267,8,1958,1/1/1958,Isn't This A Lovely Day,2,204901
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.21,0.194,0.13,152.303,-14.38,1,1,0.856,0.0,0.103,0.0326,0,157507,7,1958,1/1/1958,Always,2,82584
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.21,0.194,0.13,152.303,-14.38,1,1,0.856,0.0,0.103,0.0326,0,157507,7,1958,1/1/1958,Always,2,204901
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.226,0.149,0.129,87.87899999999998,-15.465,1,5,0.916,0.0,0.113,0.0351,0,194733,6,1958,1/1/1958,Easter Parade,2,82584
"['Billy Eckstine', 'Sarah Vaughan']","[82584, 204901]",0.226,0.149,0.129,87.87899999999998,-15.465,1,5,0.916,0.0,0.113,0.0351,0,194733,6,1958,1/1/1958,Easter Parade,2,204901
"['Billy Idol', 'Generation X']","[70800, 202545]",0.387,0.8859999999999999,0.757,176.426,-6.981,1,4,5.83e-05,0.275,0.219,0.0617,0,227400,55,2003,2/28/2003,Dancing with Myself - **** Remaster,2,70800
"['Billy Idol', 'Generation X']","[70800, 202545]",0.387,0.8859999999999999,0.757,176.426,-6.981,1,4,5.83e-05,0.275,0.219,0.0617,0,227400,55,2003,2/28/2003,Dancing with Myself - **** Remaster,2,202545
"['Billy Joel', 'Cyndi Lauper']","[85915, 122754]",0.5920000000000001,0.6629999999999999,0.363,79.00399999999998,-9.33,1,5,0.0863,0.0,0.24,0.0323,0,316320,30,1986,7/28/1986,Code of Silence (feat. Cyndi Lauper),2,85915
"['Billy Joel', 'Cyndi Lauper']","[85915, 122754]",0.5920000000000001,0.6629999999999999,0.363,79.00399999999998,-9.33,1,5,0.0863,0.0,0.24,0.0323,0,316320,30,1986,7/28/1986,Code of Silence (feat. Cyndi Lauper),2,122754
"['Billy Joel', 'Ray Charles']","[85915, 46861]",0.336,0.355,0.136,67.765,-11.783,1,5,0.516,1.7e-06,0.13,0.0362,0,243987,50,1986,7/28/1986,Baby Grand (with Ray Charles),2,85915
"['Billy Joel', 'Ray Charles']","[85915, 46861]",0.336,0.355,0.136,67.765,-11.783,1,5,0.516,1.7e-06,0.13,0.0362,0,243987,50,1986,7/28/1986,Baby Grand (with Ray Charles),2,46861
"['Billy May', 'Frank Sinatra']","[769388, 792507]",0.105,0.235,0.0365,77.083,-12.785,0,1,0.792,0.643,0.0924,0.0367,0,261173,8,1956,1956,Purple - Remastered,2,769388
"['Billy May', 'Frank Sinatra']","[769388, 792507]",0.105,0.235,0.0365,77.083,-12.785,0,1,0.792,0.643,0.0924,0.0367,0,261173,8,1956,1956,Purple - Remastered,2,792507
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.604,0.431,0.877,152.952,-10.982,0,5,0.8170000000000001,6.78e-06,0.0921,0.11,0,137240,36,1954,1954,Gopher Mambo - Remastered ****,2,769388
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.604,0.431,0.877,152.952,-10.982,0,5,0.8170000000000001,6.78e-06,0.0921,0.11,0,137240,36,1954,1954,Gopher Mambo - Remastered ****,2,685751
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.499,0.319,0.583,84.43,-15.421,0,1,0.89,0.000526,0.406,0.113,0,253733,19,1954,1954,Goomba Boomba - Remastered,2,769388
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.499,0.319,0.583,84.43,-15.421,0,1,0.89,0.000526,0.406,0.113,0,253733,19,1954,1954,Goomba Boomba - Remastered,2,685751
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.489,0.3670000000000001,0.777,82.54,-12.133,0,10,0.8909999999999999,0.0402,0.436,0.0975,0,200760,20,1954,1954,Bo Mambo - Remastered,2,769388
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.489,0.3670000000000001,0.777,82.54,-12.133,0,10,0.8909999999999999,0.0402,0.436,0.0975,0,200760,20,1954,1954,Bo Mambo - Remastered,2,685751
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.705,0.305,0.53,130.635,-12.997,1,5,0.8240000000000001,7.47e-05,0.113,0.399,0,167973,16,1954,1954,Five Bottles Mambo - Remastered,2,769388
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.705,0.305,0.53,130.635,-12.997,1,5,0.8240000000000001,7.47e-05,0.113,0.399,0,167973,16,1954,1954,Five Bottles Mambo - Remastered,2,685751
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.61,0.402,0.733,117.354,-11.75,0,9,0.94,0.0199,0.0857,0.157,0,143000,14,1954,1954,Jungla - Remastered,2,769388
"['Billy May', 'Yma Sumac']","[769388, 685751]",0.61,0.402,0.733,117.354,-11.75,0,9,0.94,0.0199,0.0857,0.157,0,143000,14,1954,1954,Jungla - Remastered,2,685751
"['Billy Ray Cyrus', 'Miley Cyrus']","[76561, 551762]",0.466,0.721,0.425,76.988,-5.45,1,2,0.285,0.0,0.14800000000000002,0.0358,0,228453,50,2007,10/9/2007,"Ready, Set, Don't Go",2,76561
"['Billy Ray Cyrus', 'Miley Cyrus']","[76561, 551762]",0.466,0.721,0.425,76.988,-5.45,1,2,0.285,0.0,0.14800000000000002,0.0358,0,228453,50,2007,10/9/2007,"Ready, Set, Don't Go",2,551762
"['Billy Strayhorn', 'Leonard Bernstein', 'Pete Johnson', 'Phil Woods']","[359199, 239859, 315909, 848572]",0.616,0.209,0.34600000000000003,76.418,-16.566,1,7,0.966,0.0,0.127,0.902,0,1415707,16,1956,1956,What is Jazz - Part One (Types of Jazz),4,359199
"['Billy Strayhorn', 'Leonard Bernstein', 'Pete Johnson', 'Phil Woods']","[359199, 239859, 315909, 848572]",0.616,0.209,0.34600000000000003,76.418,-16.566,1,7,0.966,0.0,0.127,0.902,0,1415707,16,1956,1956,What is Jazz - Part One (Types of Jazz),4,239859
"['Billy Strayhorn', 'Leonard Bernstein', 'Pete Johnson', 'Phil Woods']","[359199, 239859, 315909, 848572]",0.616,0.209,0.34600000000000003,76.418,-16.566,1,7,0.966,0.0,0.127,0.902,0,1415707,16,1956,1956,What is Jazz - Part One (Types of Jazz),4,315909
"['Billy Strayhorn', 'Leonard Bernstein', 'Pete Johnson', 'Phil Woods']","[359199, 239859, 315909, 848572]",0.616,0.209,0.34600000000000003,76.418,-16.566,1,7,0.966,0.0,0.127,0.902,0,1415707,16,1956,1956,What is Jazz - Part One (Types of Jazz),4,848572
"['Bingo Players', 'Far East Movement']","[999790, 870646]",0.802,0.981,0.804,127.974,-2.708,1,7,0.0204,3.55e-06,0.256,0.0658,0,166760,51,2013,1/1/2013,Get Up (Rattle),2,999790
"['Bingo Players', 'Far East Movement']","[999790, 870646]",0.802,0.981,0.804,127.974,-2.708,1,7,0.0204,3.55e-06,0.256,0.0658,0,166760,51,2013,1/1/2013,Get Up (Rattle),2,870646
"['Birdy', 'Mumford & Sons']","[97065, 1072350]",0.209,0.605,0.266,68.514,-9.463,1,2,0.0213,0.0,0.304,0.0313,0,225987,43,2012,1/1/2012,Learn Me Right,2,97065
"['Birdy', 'Mumford & Sons']","[97065, 1072350]",0.209,0.605,0.266,68.514,-9.463,1,2,0.0213,0.0,0.304,0.0313,0,225987,43,2012,1/1/2012,Learn Me Right,2,1072350
"['Black Uhuru', 'Sly & Robbie']","[81683, 751592]",0.8420000000000001,0.562,0.725,131.28799999999998,-10.911,0,4,0.0178,0.0263,0.0798,0.0995,0,311293,34,1980,1980,Sinsemilla,2,81683
"['Black Uhuru', 'Sly & Robbie']","[81683, 751592]",0.8420000000000001,0.562,0.725,131.28799999999998,-10.911,0,4,0.0178,0.0263,0.0798,0.0995,0,311293,34,1980,1980,Sinsemilla,2,751592
"['Blackstreet', 'Mya']","[49774, 621112]",0.401,0.872,0.642,78.443,-4.91,1,0,0.215,0.00104,0.292,0.117,0,243000,46,2011,1/1/2011,"Take Me There - From ""The Rugrats Movie"" Soundtrack",2,49774
"['Blackstreet', 'Mya']","[49774, 621112]",0.401,0.872,0.642,78.443,-4.91,1,0,0.215,0.00104,0.292,0.117,0,243000,46,2011,1/1/2011,"Take Me There - From ""The Rugrats Movie"" Soundtrack",2,621112
"['Blake Shelton', 'Gwen Stefani']","[46814, 546214]",0.618,0.731,0.35200000000000004,116.008,-5.181,1,7,0.0714,5.05e-05,0.421,0.0321,0,263800,54,2016,5/20/2016,Go Ahead and Break My Heart (feat. Gwen Stefani),2,46814
"['Blake Shelton', 'Gwen Stefani']","[46814, 546214]",0.618,0.731,0.35200000000000004,116.008,-5.181,1,7,0.0714,5.05e-05,0.421,0.0321,0,263800,54,2016,5/20/2016,Go Ahead and Break My Heart (feat. Gwen Stefani),2,546214
"['Blake Shelton', 'Gwen Stefani']","[46814, 546214]",0.463,0.653,0.233,143.912,-5.515,1,0,0.111,0.000136,0.172,0.0273,0,194867,76,2019,12/13/2019,****** But You (Duet with Gwen Stefani),2,46814
"['Blake Shelton', 'Gwen Stefani']","[46814, 546214]",0.463,0.653,0.233,143.912,-5.515,1,0,0.111,0.000136,0.172,0.0273,0,194867,76,2019,12/13/2019,****** But You (Duet with Gwen Stefani),2,546214
"['Blake Shelton', 'Pistol Annies']","[46814, 2744416]",0.611,0.688,0.649,169.895,-6.369,1,2,0.251,2.35e-06,0.248,0.0529,0,288760,68,2013,3/26/2013,Boys 'Round Here (feat. Pistol Annies & Friends),2,46814
"['Blake Shelton', 'Pistol Annies']","[46814, 2744416]",0.611,0.688,0.649,169.895,-6.369,1,2,0.251,2.35e-06,0.248,0.0529,0,288760,68,2013,3/26/2013,Boys 'Round Here (feat. Pistol Annies & Friends),2,2744416
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.603,0.944,0.911,144.026,-4.157,1,7,0.0496,7.23e-05,0.152,0.0481,0,224027,44,2010,11/8/2010,Hillbilly Bone (feat. Trace Adkins),2,46814
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.603,0.944,0.911,144.026,-4.157,1,7,0.0496,7.23e-05,0.152,0.0481,0,224027,44,2010,11/8/2010,Hillbilly Bone (feat. Trace Adkins),2,12180
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.547,0.8290000000000001,0.53,75.96600000000002,-6.1560000000000015,1,2,0.085,1.67e-05,0.132,0.0484,0,208373,61,2019,12/13/2019,**** Right (feat. Trace Adkins),2,46814
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.547,0.8290000000000001,0.53,75.96600000000002,-6.1560000000000015,1,2,0.085,1.67e-05,0.132,0.0484,0,208373,61,2019,12/13/2019,**** Right (feat. Trace Adkins),2,12180
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.603,0.946,0.912,144.019,-4.172,1,7,0.0558,6.51e-05,0.114,0.0463,0,224907,51,2010,1/1/2010,Hillbilly Bone,2,46814
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.603,0.946,0.912,144.019,-4.172,1,7,0.0558,6.51e-05,0.114,0.0463,0,224907,51,2010,1/1/2010,Hillbilly Bone,2,12180
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.611,0.964,0.9,144.014,-3.076,1,7,0.0441,7.37e-05,0.109,0.0464,0,225280,52,2010,3/1/2010,Hillbilly Bone (feat. Trace Adkins),2,46814
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.611,0.964,0.9,144.014,-3.076,1,7,0.0441,7.37e-05,0.109,0.0464,0,225280,52,2010,3/1/2010,Hillbilly Bone (feat. Trace Adkins),2,12180
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.551,0.821,0.519,75.979,-6.16,1,7,0.0915,4.03e-06,0.155,0.0453,0,207480,66,2019,8/16/2019,**** Right (feat. Trace Adkins),2,46814
"['Blake Shelton', 'Trace Adkins']","[46814, 12180]",0.551,0.821,0.519,75.979,-6.16,1,7,0.0915,4.03e-06,0.155,0.0453,0,207480,66,2019,8/16/2019,**** Right (feat. Trace Adkins),2,12180
"['Blaque', '*NSYNC']","[759187, 516929]",0.695,0.579,0.726,88.95700000000002,-5.066,1,0,0.000479,0.0,0.0556,0.0325,0,218187,52,1999,5/28/1999,Bring It All to Me (feat. *NSYNC),2,759187
"['Blaque', '*NSYNC']","[759187, 516929]",0.695,0.579,0.726,88.95700000000002,-5.066,1,0,0.000479,0.0,0.0556,0.0325,0,218187,52,1999,5/28/1999,Bring It All to Me (feat. *NSYNC),2,516929
"['Blu Cantrell', 'Foxy Brown']","[48903, 188697]",0.7,0.774,0.652,90.0,-4.9830000000000005,0,5,0.2,0.0,0.404,0.0466,0,250707,61,2001,1/18/2001,Hit 'Em Up ***** (Oops!) (feat. Foxy ****** - Remix Radio Mix,2,48903
"['Blu Cantrell', 'Foxy Brown']","[48903, 188697]",0.7,0.774,0.652,90.0,-4.9830000000000005,0,5,0.2,0.0,0.404,0.0466,0,250707,61,2001,1/18/2001,Hit 'Em Up ***** (Oops!) (feat. Foxy ****** - Remix Radio Mix,2,188697
"['Blu Cantrell', 'Sean Paul']","[48903, 264350]",0.8,0.6629999999999999,0.472,91.934,-3.832,1,2,0.048,0.0,0.252,0.0324,0,228000,46,2003,2003,Breathe - Rap Version,2,48903
"['Blu Cantrell', 'Sean Paul']","[48903, 264350]",0.8,0.6629999999999999,0.472,91.934,-3.832,1,2,0.048,0.0,0.252,0.0324,0,228000,46,2003,2003,Breathe - Rap Version,2,264350
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.355,0.4320000000000001,0.613,172.78,-12.484000000000002,1,4,0.0628,0.0,0.109,0.0423,0,289173,37,1968,1/1/1968,Goin' Down Slow,3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.355,0.4320000000000001,0.613,172.78,-12.484000000000002,1,4,0.0628,0.0,0.109,0.0423,0,289173,37,1968,1/1/1968,Goin' Down Slow,3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.355,0.4320000000000001,0.613,172.78,-12.484000000000002,1,4,0.0628,0.0,0.109,0.0423,0,289173,37,1968,1/1/1968,Goin' Down Slow,3,276085
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.649,0.434,0.768,83.44200000000002,-12.655,1,4,0.157,0.0,0.141,0.0332,0,311507,35,1968,1/1/1968,Diddley Daddy,3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.649,0.434,0.768,83.44200000000002,-12.655,1,4,0.157,0.0,0.141,0.0332,0,311507,35,1968,1/1/1968,Diddley Daddy,3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.649,0.434,0.768,83.44200000000002,-12.655,1,4,0.157,0.0,0.141,0.0332,0,311507,35,1968,1/1/1968,Diddley Daddy,3,276085
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.584,0.332,0.743,90.532,-13.14,1,2,0.156,0.0,0.174,0.0608,0,445027,33,1968,1/1/1968,The Red Rooster,3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.584,0.332,0.743,90.532,-13.14,1,2,0.156,0.0,0.174,0.0608,0,445027,33,1968,1/1/1968,The Red Rooster,3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.584,0.332,0.743,90.532,-13.14,1,2,0.156,0.0,0.174,0.0608,0,445027,33,1968,1/1/1968,The Red Rooster,3,276085
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.471,0.418,0.725,171.428,-11.866,1,4,0.0591,6.28e-05,0.0986,0.0413,0,554827,32,1968,1/1/1968,Long Distance ****,3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.471,0.418,0.725,171.428,-11.866,1,4,0.0591,6.28e-05,0.0986,0.0413,0,554827,32,1968,1/1/1968,Long Distance ****,3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.471,0.418,0.725,171.428,-11.866,1,4,0.0591,6.28e-05,0.0986,0.0413,0,554827,32,1968,1/1/1968,Long Distance ****,3,276085
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.74,0.5660000000000001,0.825,115.717,-11.755,1,2,0.325,0.0,0.146,0.0543,0,394173,31,1968,1/1/1968,"Ooh, Baby / Wrecking My Love Life - Medley",3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.74,0.5660000000000001,0.825,115.717,-11.755,1,2,0.325,0.0,0.146,0.0543,0,394173,31,1968,1/1/1968,"Ooh, Baby / Wrecking My Love Life - Medley",3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.74,0.5660000000000001,0.825,115.717,-11.755,1,2,0.325,0.0,0.146,0.0543,0,394173,31,1968,1/1/1968,"Ooh, Baby / Wrecking My Love Life - Medley",3,276085
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.583,0.339,0.804,140.756,-13.15,1,2,0.388,0.0,0.0473,0.0558,0,253093,31,1968,1/1/1968,********,3,55128
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.583,0.339,0.804,140.756,-13.15,1,2,0.388,0.0,0.0473,0.0558,0,253093,31,1968,1/1/1968,********,3,608701
"['Bo Diddley', 'Muddy Waters', ""Howlin' Wolf""]","[55128, 608701, 276085]",0.583,0.339,0.804,140.756,-13.15,1,2,0.388,0.0,0.0473,0.0558,0,253093,31,1968,1/1/1968,********,3,276085
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.544,0.502,0.4,67.604,-9.547,1,0,0.628,0.0,0.14800000000000002,0.0386,0,368707,20,1967,6/11/1967,I Just Want To Make Love To You,3,55128
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.544,0.502,0.4,67.604,-9.547,1,0,0.628,0.0,0.14800000000000002,0.0386,0,368707,20,1967,6/11/1967,I Just Want To Make Love To You,3,608701
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.544,0.502,0.4,67.604,-9.547,1,0,0.628,0.0,0.14800000000000002,0.0386,0,368707,20,1967,6/11/1967,I Just Want To Make Love To You,3,824599
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.635,0.7559999999999999,0.727,130.56,-8.682,1,7,0.425,0.000338,0.065,0.101,0,236160,31,1967,6/11/1967,My Babe,3,55128
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.635,0.7559999999999999,0.727,130.56,-8.682,1,7,0.425,0.000338,0.065,0.101,0,236160,31,1967,6/11/1967,My Babe,3,608701
"['Bo Diddley', 'Muddy Waters', 'Little Walter']","[55128, 608701, 824599]",0.635,0.7559999999999999,0.727,130.56,-8.682,1,7,0.425,0.000338,0.065,0.101,0,236160,31,1967,6/11/1967,My Babe,3,824599
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.425,0.32299999999999995,0.399,133.804,-16.559,1,10,0.953,0.25,0.0926,0.0358,0,459667,14,1959,1/1/1959,The Way You Look *******,2,51233
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.425,0.32299999999999995,0.399,133.804,-16.559,1,10,0.953,0.25,0.0926,0.0358,0,459667,14,1959,1/1/1959,The Way You Look *******,2,74005
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.466,0.0368,0.0567,143.92,-22.449,1,3,0.991,0.912,0.11,0.0381,0,416200,13,1959,1/1/1959,As Time Goes By,2,51233
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.466,0.0368,0.0567,143.92,-22.449,1,3,0.991,0.912,0.11,0.0381,0,416200,13,1959,1/1/1959,As Time Goes By,2,74005
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.524,0.29600000000000004,0.56,92.944,-17.816,1,10,0.906,0.775,0.119,0.0371,0,355173,11,1959,1/1/1959,*********** Rose,2,51233
"['Bob Brookmeyer', 'Bill Evans']","[51233, 74005]",0.524,0.29600000000000004,0.56,92.944,-17.816,1,10,0.906,0.775,0.119,0.0371,0,355173,11,1959,1/1/1959,*********** Rose,2,74005
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.585,0.51,0.42,96.463,-14.815,1,5,0.302,0.000155,0.971,0.0476,0,296467,29,1989,2/6/1989,"Slow Train - Live at Sullivan Stadium, Foxborough, MA - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.585,0.51,0.42,96.463,-14.815,1,5,0.302,0.000155,0.971,0.0476,0,296467,29,1989,2/6/1989,"Slow Train - Live at Sullivan Stadium, Foxborough, MA - July ****",2,988440
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.622,0.5539999999999999,0.524,98.371,-14.053,1,2,0.0811,4.29e-06,0.959,0.0495,0,350573,30,1989,2/6/1989,"Gotta Serve ******** - Live at Anaheim Stadium, Anaheim, CA - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.622,0.5539999999999999,0.524,98.371,-14.053,1,2,0.0811,4.29e-06,0.959,0.0495,0,350573,30,1989,2/6/1989,"Gotta Serve ******** - Live at Anaheim Stadium, Anaheim, CA - July ****",2,988440
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.509,0.328,0.477,121.362,-14.987,1,7,0.131,0.000119,0.916,0.0478,0,412160,29,1989,2/6/1989,"Knockin' on Heaven's Door - Live at Anaheim Stadium, Anaheim, CA - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.509,0.328,0.477,121.362,-14.987,1,7,0.131,0.000119,0.916,0.0478,0,412160,29,1989,2/6/1989,"Knockin' on Heaven's Door - Live at Anaheim Stadium, Anaheim, CA - July ****",2,988440
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.462,0.626,0.679,137.6,-14.37,1,7,0.00339,0.022,0.989,0.0473,0,383373,27,1989,2/6/1989,"All Along the Watchtower - Live at Anaheim Stadium, Anaheim, CA - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.462,0.626,0.679,137.6,-14.37,1,7,0.00339,0.022,0.989,0.0473,0,383373,27,1989,2/6/1989,"All Along the Watchtower - Live at Anaheim Stadium, Anaheim, CA - July ****",2,988440
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.363,0.622,0.524,201.091,-13.149,1,9,0.101,2.34e-06,0.8640000000000001,0.107,0,244147,27,1989,2/6/1989,"I Want You - Live at ******* Coliseum, ******** CA - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.363,0.622,0.524,201.091,-13.149,1,9,0.101,2.34e-06,0.8640000000000001,0.107,0,244147,27,1989,2/6/1989,"I Want You - Live at ******* Coliseum, ******** CA - July ****",2,988440
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.362,0.51,0.402,172.928,-12.871,1,2,0.213,6.23e-05,0.949,0.0398,0,398680,26,1989,2/6/1989,"Queen Jane Approximately - Live at Autzen Stadium, Eugne, OR - July ****",2,66915
"['Bob Dylan', 'Grateful Dead']","[66915, 988440]",0.362,0.51,0.402,172.928,-12.871,1,2,0.213,6.23e-05,0.949,0.0398,0,398680,26,1989,2/6/1989,"Queen Jane Approximately - Live at Autzen Stadium, Eugne, OR - July ****",2,988440
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.556,0.555,0.456,107.924,-9.673,1,7,0.767,0.0,0.8440000000000001,0.109,0,231773,20,1965,1/1/1965,"It Ain't Me, Babe - Live at Philharmonic Hall, New York, NY - October ****",2,66915
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.556,0.555,0.456,107.924,-9.673,1,7,0.767,0.0,0.8440000000000001,0.109,0,231773,20,1965,1/1/1965,"It Ain't Me, Babe - Live at Philharmonic Hall, New York, NY - October ****",2,69153
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.294,0.648,0.522,129.213,-8.597000000000001,1,7,0.627,9.53e-06,0.723,0.0815,0,221493,19,1965,1/1/1965,"Silver Dagger - Live at Philharmonic Hall, New York, NY - October ****",2,66915
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.294,0.648,0.522,129.213,-8.597000000000001,1,7,0.627,9.53e-06,0.723,0.0815,0,221493,19,1965,1/1/1965,"Silver Dagger - Live at Philharmonic Hall, New York, NY - October ****",2,69153
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.454,0.578,0.579,147.914,-8.736,1,0,0.75,0.0,0.875,0.18,0,368493,18,1965,1/1/1965,"With **** on Our Side - Live at Philharmonic Hall, New York, NY - October ****",2,66915
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.454,0.578,0.579,147.914,-8.736,1,0,0.75,0.0,0.875,0.18,0,368493,18,1965,1/1/1965,"With **** on Our Side - Live at Philharmonic Hall, New York, NY - October ****",2,69153
"['Bob Dylan', 'Joan Baez']","[66915, 69153]",0.5589999999999999,0.759,0.404,104.987,-9.856,1,11,0.7909999999999999,0.0,0.8859999999999999,0.292,0,185400,22,1965,1/1/1965,"Mama, You Been on My Mind - Live at Philharmonic Hall, New York, NY - October ****",2,66915
