id,A,B,C,D,E,F,G,H,I,J
755152,1.399133458,-0.114497612,-0.365917103,0.269123421,-0.015771889,-0.056598394,0.010383396,-0.121386579,0.069342408,0.076276982
806829,-0.207112979,0.027281906,0.10462229,0.3272294,0.423045674,0.071933176,-0.131710398,-0.049605521,-0.060551339,-0.056819759
1545319,0.419273808,0.428064334,0.409162469,0.99106187,-0.120134782,-0.059669775,0.171908904,-0.03324449,0.076614228,0.046786803
234325,1.599774802,0.283574181,-0.15440625,-0.358486649,-0.221234623,-0.344684037,0.036625129,-0.005767508,-0.002583594,0.016235381
295276,0.427159791,0.515683165,0.081941788,-0.146658355,-0.26111473,0.140593041,0.061187856,-0.045035147,0.038160942,-0.043058875
551762,-0.488663518,0.314279645,-0.216375017,0.383193421,0.089205721,-0.132131908,0.083684914,-0.051402426,0.089061157,0.030955102
656420,1.881122,-0.179638791,2.557740697,-1.886905684,0.836456092,-0.087416451,0.250503398,-0.214347201,0.016158846,0.033733843
731975,2.153424693,-1.519752783,1.309191258,-0.411147953,0.438975752,-0.141369384,0.099411937,-0.256623957,-0.048461678,-0.021497092
792370,0.82680522,0.116624621,-0.475554653,-0.2907928,-0.002659933,-0.114325454,0.140748426,-0.043926908,0.013889336,-0.035936108
2570457,0.441740459,0.382193374,0.244895004,0.883551878,-0.018236382,-0.128351944,0.128794063,-0.024433497,-0.025537459,0.034267304
29808,-0.522704546,-0.156813983,-0.155028308,0.10139588,0.426567483,0.08550351,-0.063830988,-0.143007221,-0.081181135,-0.056446418
69348,1.998889733,-0.766872046,0.058948187,-0.167404111,-0.5509025,0.351250048,-0.124268945,-0.000620165,0.069354898,-0.040663647
70800,-1.126677625,0.280237578,-0.262177517,-0.150081008,0.126915677,0.152161757,-0.011116264,-0.09510734,0.090201209,-0.004829953
82955,1.177054249,0.010947053,-0.092124998,-0.43955821,0.206009736,-0.155067396,-0.233160354,-0.132545683,0.028889777,-0.003792082
85776,0.279948394,0.027952188,0.005342288,-0.26084902,0.229419571,0.171749864,-0.069380418,0.146823186,-0.063256305,-0.015383176
138520,-1.179286728,0.020603412,0.415643009,0.103172946,0.430691546,-0.320233569,-0.235974755,-0.045642552,0.028966008,-0.074596538
333634,1.716859131,-0.274195196,0.578840175,-0.06225704,-0.375007241,-0.04008863,0.0171019,-0.145009891,0.052351274,0.032561491
335747,-1.703138373,0.557973853,0.222628578,-0.013289544,0.060121952,-0.446879501,-0.219823258,-0.021514404,0.116762757,-0.004411471
484396,1.283040579,-0.562797717,0.640959425,-0.146451641,-0.315396334,0.487839537,-0.042743315,-0.045457745,-0.035235161,0.002047715
487012,0.952743766,0.814897978,0.884901657,0.492716224,-0.151121083,0.248576072,-0.036460777,0.01741003,-0.072109894,0.013864904
782768,-3.50947478,-0.533960957,-0.384203994,0.086301189,0.255352875,0.014982978,0.039299615,-0.190128485,0.06377972,0.010154811
787960,0.684661076,0.400116232,-0.462884292,-0.259341294,0.111981154,-0.063460975,0.086247001,-0.040314993,0.084562738,-0.024633981
873085,-0.04578877,0.41313584,-0.292775587,-0.253964022,0.032787663,0.060548227,-0.011729518,-0.061539108,0.075061264,-0.002375754
894847,-0.140005168,0.683912963,0.135205499,-0.029617079,-0.068042014,0.234826984,0.00154258,-0.056688292,0.043628252,-0.041555107
894956,1.704433998,0.018132792,0.367761215,-0.712281139,0.414171898,-0.14651286,-0.003867243,-0.06614233,0.000666819,0.027379275
923432,0.952743766,0.814897978,0.884901657,0.492716224,-0.151121083,0.248576072,-0.036460777,0.01741003,-0.072109894,0.013864904
1059293,-3.50947478,-0.533960957,-0.384203994,0.086301189,0.255352875,0.014982978,0.039299615,-0.190128485,0.06377972,0.010154811
2873356,1.509682747,-0.039499634,-0.687676979,0.236329915,0.050175446,-0.219232926,0.213959562,-0.003026704,0.051647571,-0.007541249
134600,0.80033045,0.558307454,0.765417891,0.906171071,-0.314261137,0.391665979,0.111516481,0.027146181,-0.186273905,0.06715125
260212,-0.516795663,0.365861377,-0.409236305,-0.175739225,0.24514358,0.30701653,0.059838768,0.003574026,-0.007998271,0.003628471
503242,0.237147955,0.227161292,-0.557904001,0.065568462,0.178513912,-0.16069717,0.016789504,-0.06438313,0.061408982,0.037199711
537414,-2.020931351,-0.198230392,0.257009592,0.923558448,0.495225027,-0.177625439,-0.023260726,-0.126693617,0.025838533,0.008072878
617613,1.45116154,0.078821166,-0.449499349,0.120420939,-0.104665043,-0.101479247,-0.003318868,-0.083047663,0.025508172,0.055576616
662416,0.463182728,0.701901104,0.175563781,0.351543032,-0.104962524,-0.082004726,-0.062549204,0.034278491,0.10819714,0.040192347
738855,1.805528102,-0.150769716,0.025947465,-0.261957736,0.219693963,0.661727879,-0.051935342,0.105924594,0.06853788,0.026315016
769444,0.69957531,-0.318220336,-0.10878156,0.353945988,0.249426736,0.037842293,0.1422442,-0.068267025,0.10573138,-0.078315588
996096,-0.053385408,0.587265569,-0.009292961,0.584289869,-0.130549587,-0.158742393,0.214161658,0.033820071,-0.083126703,0.03943552
2509942,1.249511234,0.002892641,-0.377804433,0.673062499,-0.036962464,-0.224469435,0.154732029,-0.033729039,-0.069015928,0.060157929
3475903,1.436467045,0.029308043,0.217170008,1.36518572,-0.313090187,-0.242751438,0.221882209,0.074532494,0.125481279,0.002316131
52062,0.608330506,0.298949489,-0.493160084,0.193627673,0.110062844,-0.016825981,0.012718107,-0.067594772,0.098198529,-0.00686108
76057,0.952238991,-0.933951783,-0.182742011,0.401363606,0.142254963,0.46637527,-0.296302808,-0.059301122,-0.025657818,-0.108181202
122754,0.602978322,0.393508356,-0.475466681,-0.155933259,0.052298374,0.014116444,0.067296516,-0.039587294,0.034158576,-0.038348415
297702,-1.086615437,0.059613041,-0.105336853,-0.359848076,0.06936452,0.08006929,-0.114272898,-0.123658606,0.055916008,-0.078609057
330575,1.414524894,0.476564208,-0.298055531,-0.510454033,0.100511872,-0.337185535,-0.030700501,-0.002154221,-0.086207201,0.030965779
334216,-1.665015016,0.479947448,0.059474532,0.227829748,-0.028282012,-0.094307843,0.073913133,-0.030407467,0.021027332,0.013180422
418662,-0.83417222,0.228934954,-0.113844432,-0.225360486,0.142419525,0.080041541,-0.11071784,-0.037311526,0.022669517,-0.045784219
481057,-0.047446937,0.360172026,-0.425211606,-0.350386493,0.029571632,0.047072059,-0.021442159,0.142362399,0.072859938,-0.024722756
500889,1.459109446,0.106783602,0.043823348,0.073725476,0.037843403,0.001671082,-0.060030629,-0.070278572,-0.043393248,0.008376152
517607,0.104736341,0.064253317,-0.016228134,0.4557171,0.341458886,-0.088939173,-0.037855014,-0.076171475,0.066059623,0.036813881
555695,1.377187192,0.535619585,-0.11400033,-0.10632622,0.238635606,0.021411199,-0.013036354,0.122589692,-0.095600312,-0.049996064
596451,0.562848501,0.67357271,0.289396866,0.13091677,-0.050958877,0.38257951,0.107396444,-0.027037061,-0.048715864,-0.053662215
793988,1.141325822,0.424427166,0.33018744,-0.344565329,-0.080480881,-0.493557911,0.040608454,0.091873639,-0.031145796,-0.044585881
815090,-2.245874878,-0.203277302,0.135339391,0.182479788,0.439407484,-0.084391027,-0.288209046,-0.073716662,-0.019219689,-0.007015087
865016,0.670562867,0.302710521,-0.141974379,-0.144628156,-0.089496841,0.241441392,0.081177436,-0.068567507,-0.01478239,-0.090750314
922200,0.444255761,0.455522403,0.216990071,0.012122371,-0.122201588,-0.028755632,-0.095621948,-0.037176048,-0.056316141,-0.041868786
251375,1.209144637,0.191829852,-0.090132769,-0.292941435,-0.207100394,-0.129441926,0.10194811,-0.019473851,0.032180492,-0.072660652
612716,0.080255364,0.22015428,-0.641945181,-0.203085778,0.008789437,-0.013527699,0.009883951,-0.021116098,-0.021935514,-0.037392042
642664,2.186813227,-1.057850227,0.503747469,-0.755783866,-0.60036509,-0.031432734,0.062128541,0.294713789,0.121733805,0.012554174
663645,1.742446268,-0.501796865,-0.180958492,0.898444696,-0.065033198,-0.125041879,0.049958436,0.101416193,0.062858887,-0.00356245
790604,1.140858777,0.32205123,0.42029548,0.092850393,-0.229030731,0.13196369,-0.080240533,-0.03823518,0.08998176,-0.004267949
39637,0.890178454,0.26047618,-0.49832489,-0.206947584,0.101832871,0.044367636,0.088394544,-0.055133463,0.046423254,-0.091361136
91549,-4.993793249,-0.368990004,0.181190434,0.186447901,0.038862179,-0.060252201,0.10415717,-0.109248158,-0.003990063,0.027966961
96379,0.851463892,-0.012584254,-0.411048796,0.107388513,-0.036382534,0.080230304,0.121505411,-0.093106051,-0.020162686,-0.007429445
102781,1.255378464,0.644008886,0.676705405,-0.180870425,0.131784383,-0.290175792,-0.010217633,0.030889678,-0.052940228,-0.041165959
207127,1.290107006,-0.090457314,-0.415944252,-0.47300633,-0.000200409,-0.161652504,0.159636925,-0.062863542,-0.026342933,-0.016440847
246960,0.46414003,0.540932833,-0.235586114,-0.075549226,-0.088134308,0.324705454,0.038310372,-0.023514262,-0.001424612,-0.083842554
275757,-0.132343178,0.888542148,0.593549497,0.690755759,-0.214714803,0.145572572,0.141789266,0.000269615,-0.096034362,0.050144568
282709,1.085004362,0.178122768,-0.001496907,-0.357193935,-0.33338934,-0.223653673,0.11532957,0.012593579,0.006592061,-0.010514371
482334,-0.575192978,0.643128173,0.159351611,-0.208640499,-0.182405173,-0.01119795,-0.011341157,0.050315303,0.01628495,-0.005025618
493848,1.342568549,-0.204752241,-0.0392843,0.630971692,0.20647721,0.308502362,-0.044204156,0.460321838,0.111382914,-0.11092135
677781,0.514983489,0.416014874,-0.052505954,-0.326659338,-0.215942672,-0.216270169,0.011512567,0.007833678,0.018852979,-0.041273621
747445,0.581537927,0.350877503,0.422335144,0.485721382,0.22445901,0.065253852,-0.185664823,-0.112704594,-0.006753792,-0.014361161
753742,-0.149643856,0.316546815,-0.046811363,0.707506271,0.119748108,-0.094156458,0.014288854,-0.003748576,0.086780331,0.055345165
792953,1.255378464,0.644008886,0.676705405,-0.180870425,0.131784383,-0.290175792,-0.010217633,0.030889678,-0.052940228,-0.041165959
825883,0.063874295,0.319676608,-0.487211415,0.068757336,0.153197734,-0.126126921,0.016946763,-0.045196392,0.031447273,0.018892096
885569,1.301100174,0.092206323,-0.581216608,0.202709424,-0.012044001,-0.155529924,-0.020811774,-0.080282734,0.055171346,0.065992606
13384,1.329691982,0.100854851,-0.245339296,-0.195535995,-0.107464937,-0.124018297,0.078026193,-0.038656715,-0.119330672,-0.035990861
254215,1.029283307,0.074492061,-0.550688732,-0.067777617,0.13394141,0.052434424,-0.021734819,-0.029469687,-0.053656804,0.007002993
502199,1.955792758,-0.500390416,0.251034869,-0.410129524,-0.093633176,0.452725863,-0.126236423,0.099307447,0.092381209,0.103184384
845468,1.001079005,0.013391485,-0.074341225,-0.328844433,-0.083129437,0.135946694,-0.122939374,-0.069494191,0.053110875,-0.057061144
48566,-1.356946417,0.167999607,-0.104060003,0.065371172,0.235250709,0.113365741,-0.134446902,-0.151344847,0.042747569,0.045251722
118544,1.520636306,0.263604987,-0.151979267,-0.320260481,-0.302514726,-0.357078757,-0.038418597,-0.013715566,-0.00847677,0.018408592
138833,0.536507866,0.554824273,0.49278426,0.151805365,0.44223243,1.356291878,-0.093609867,-0.162524513,-0.047016533,0.064423401
139908,-2.63799826,-0.10855232,-0.053841457,-0.134850894,0.160700231,0.185586379,-0.054419597,0.131334803,0.030156821,0.007589093
150530,1.766706018,-2.577470725,-0.272966859,1.261583241,0.063859253,-0.195048144,-0.326400962,0.217122229,0.041485347,-0.210027199
169795,1.18016557,-0.028288432,-0.317415446,0.31081447,0.043651797,0.045696012,0.014232326,-0.103001964,0.063826405,-0.003802428
179205,1.701088532,-0.394135924,-0.3798578,0.053129946,-0.241291965,-0.02560907,-0.107228165,-0.108137231,-0.06686247,-0.035607369
237517,1.328163811,-0.052104538,-0.173087041,-0.234738283,0.129869943,-0.204065072,-0.120245714,-0.040490279,0.053466034,-0.011809214
262794,0.247837506,0.219905879,-0.471140035,-0.156386169,0.257581712,-0.080418681,-0.12586747,-0.09369745,-0.029844596,0.013342869
263937,-1.55099286,-0.041974492,0.107793105,0.060132966,0.364057217,0.127841041,-0.110628335,-0.029874197,-0.044369723,-0.070377303
269172,1.699159598,-0.136242565,0.431235097,-1.169849918,0.057403296,-0.273628239,0.064802172,-0.052949929,0.062330484,0.009245627
315336,1.88651821,-0.510129615,-0.066065733,0.029498652,-0.31426874,-0.310723538,-0.062098453,-0.028908984,-0.086814764,0.017692091
396372,1.491262593,-0.290961209,0.247244788,-0.396083466,0.349500945,0.543068191,-0.203329661,-0.046557503,-0.027723392,0.011571128
420133,-1.187541053,0.044937535,-0.075427864,-0.15622573,0.303520427,0.265103078,0.083489803,0.113287021,0.108560215,-0.091617947
483334,1.969207135,-0.323885363,0.470131183,-0.637531857,-0.160535701,-0.158161895,0.122588737,-0.106680265,-0.003539669,0.109106636
597094,0.140217232,0.182603122,-0.326732808,-0.37881571,0.273769486,-0.084529777,0.030128348,-0.018218235,-0.004497955,-0.007570176
645612,0.159902679,-0.054591314,0.016794549,-0.13634251,0.429504843,0.711792944,-0.050455631,0.10394163,0.063465388,-0.011592578
684253,1.814711976,-0.731581858,0.3146723,-0.446198591,-0.040713907,0.376968377,0.031730898,0.108292453,0.148172299,0.012797887
753963,1.253143648,0.045826988,-0.201624808,-0.500892413,0.028449221,-0.274712487,-0.016659969,-0.037438655,-0.008642777,-0.042175777
798606,-0.749312975,0.075674274,0.170500354,0.103075502,0.200503531,-0.306030054,-0.094228334,0.244911416,-0.025837399,0.008507917
837592,1.970896354,-0.99897843,0.520840982,-0.547374492,-0.048257753,-0.247650596,0.067477172,-0.21864584,0.029125969,0.146384688
838195,1.278298189,-0.495366365,-0.264704302,-0.36279297,-0.324411598,-0.258727501,0.088301591,-0.095496584,-0.016541238,0.020272394
840000,1.457975139,-1.880844299,-0.435102171,0.932008412,0.234124187,0.050954537,0.004415493,0.145085117,0.017810187,-0.100257007
944349,-0.053793041,0.515852543,0.276680242,-0.074815529,-0.192684847,0.387545144,0.121396471,-0.046367205,-0.065068005,-0.035719434
960690,-0.427174032,0.241921832,-0.121328537,-0.631387663,0.230865642,-0.146960431,-0.053401877,-0.017923436,-0.035464217,0.016252977
1908947,-0.427174032,0.241921832,-0.121328537,-0.631387663,0.230865642,-0.146960431,-0.053401877,-0.017923436,-0.035464217,0.016252977
2367865,0.969701258,0.923262518,-0.292854148,0.31311938,-0.092934831,0.042274799,0.059779805,0.004218454,0.045066047,0.057157218
13511,1.716686069,0.27263264,0.687791175,-0.587941859,0.365862365,-0.299594374,0.073091756,-0.057057837,0.003137342,0.068297729
58549,0.487377666,0.482296916,0.140918787,-0.142821406,-0.109910815,-0.190010653,0.026367436,-0.009146021,0.046729603,-0.021779205
80780,0.356874411,0.280678955,-0.482814489,-0.14370504,0.008165352,0.087100667,0.046184141,-0.063357539,0.013535743,0.003987827
83095,0.351339973,0.489763004,0.336289357,0.62890224,0.143249017,0.23003392,0.061155749,-0.083750396,-0.08578336,0.023228441
317865,-0.267032292,0.746909517,0.201384989,0.414478528,-0.065202359,0.063245457,0.153573124,0.009027968,-0.078601296,0.034085524
387720,0.586113245,-0.222076401,-0.508729482,0.205587965,0.126271786,-0.01295938,0.110168088,-0.115234081,0.078699996,-0.037110345
503668,1.552353674,0.270397758,-0.102142273,-0.595792632,0.256073722,-0.246093863,-0.03919479,-0.060248593,-0.058591009,0.033040602
639397,1.391135143,0.043769969,0.222146148,0.129986009,-0.31207354,-0.053473542,-0.136082424,-0.062118957,-0.038050207,-0.042574449
1061166,-0.98700066,0.339375272,-0.291315139,0.17966547,0.110674289,-0.184826087,-0.025128382,-0.040524594,0.01995732,0.039809352
3314964,0.606181652,0.273766581,-0.346796782,0.625529768,0.038466942,-0.077770808,0.203424609,0.024041931,-0.011200783,0.009576332
116984,0.578458613,0.597848672,0.147993502,-0.565870836,0.040251447,-0.325137034,0.028653975,0.031203365,0.002807567,0.023719127
124492,-0.03996452,0.400344967,-0.019653857,0.194559894,-0.05159001,0.059388774,0.100075005,0.100098193,-0.003953071,0.02854998
135054,-0.245173739,0.54177,0.255535805,0.033045141,0.173669824,-0.236118189,-0.140038425,-0.026502673,0.041305553,-0.021222586
137494,1.419873646,0.466334623,-0.07495876,-0.383202353,-0.138297703,-0.418079276,-0.112692866,0.07866274,-0.101019276,-0.011327143
213561,-0.636437387,0.469647917,-0.098014141,0.340189442,0.025481059,-0.128943532,0.161977529,0.005063113,0.061930969,0.05045557
251595,-0.958483429,-0.098107667,0.03653822,0.052486807,0.456234506,0.025493109,-0.060699096,-0.142908886,-0.06067819,-0.057704484
336783,1.710454042,-0.415563038,-0.31997448,0.194457388,-0.577522483,-0.039833613,-0.11744346,0.259064314,0.091779251,-0.015480192
431669,1.149105677,-0.235474919,-0.237457489,0.117453535,0.145603286,-0.218866352,-0.244380461,0.435330185,0.119440309,0.028566624
508443,1.202586687,-0.451592229,-0.716810878,0.282789249,0.197886847,-0.119119105,0.048042011,-0.132370535,0.048496926,-0.018146635
554963,1.414240866,-0.07798806,0.15688035,0.159238811,0.06594877,0.314685952,-0.046542076,-0.166506828,-0.044469761,-0.048335744
625731,-3.597183236,-0.100825514,-0.303993076,-0.064982919,0.015814193,-0.04044334,0.048307138,-0.081566844,0.115860017,0.036886908
658346,1.4140712,0.597892689,0.720337988,0.35338058,-0.301674864,0.171667621,-0.105609174,-0.054333125,0.017712677,-0.085662688
172612,1.522176708,0.453290546,0.049633292,-0.344380254,0.240079784,0.360405159,-0.08398261,0.112905317,-0.020829347,0.038626566
784732,0.028446604,0.317766269,-0.266854805,-0.385724989,0.016708115,0.049628993,-0.001313568,-0.052649817,0.075669899,-0.014183138
836103,1.577366464,-0.062351134,-0.644940539,0.117583923,-0.094231532,-0.188601756,-0.146446878,-0.118381361,0.048640976,0.130778857
903609,1.898986081,-0.611029208,-0.358130101,-0.183281877,-0.431390227,-0.405401492,0.018371453,-0.015712958,-0.119448858,-0.012123723
944206,1.01220214,0.091391056,-0.014825142,-0.022436016,-0.045541392,0.581234305,-0.078197772,0.095025045,-0.009019123,0.016404104
45057,1.749403221,-0.270264233,0.09696781,-0.919967125,-0.225508121,-0.239105756,0.094422566,-0.11926711,0.07894297,0.080605851
50251,0.797573127,0.15694673,-0.444171692,-0.092481537,0.257307138,-0.121896715,-0.183440452,-0.080253489,-0.146081839,0.026262139
184091,0.772654993,0.129404833,-0.51705501,-0.252133114,0.087350068,0.173345461,0.050867609,-0.098915942,0.000350636,-0.060634395
186927,2.055984576,-2.232436513,-0.196420587,0.828538114,-0.265810771,0.069002541,-0.407189506,0.247934712,-0.141516871,-0.238340922
219655,0.705331823,0.030386809,-0.27746334,-0.038229812,0.153286283,0.147780269,0.013320228,-0.123092934,-0.005880362,-0.006285097
286483,2.159148155,-1.276346088,0.16224338,0.28431044,-0.759172643,0.562261218,-0.115534119,0.306732601,0.10875538,0.064186952
585574,-4.242049676,0.127981052,0.324573067,0.179459516,-0.104576606,-0.261315785,-0.203946852,-0.098723814,0.090426549,0.026859493
606283,0.875682128,0.246742011,-0.098446307,-0.096917944,-0.154229593,0.222877434,0.025527844,-0.077156809,-0.011364277,-0.108592128
665957,0.875030936,0.248972686,-0.106659208,0.04653469,0.152381356,0.313635478,-0.095355499,-0.133572077,-0.091067756,-0.035480627
927627,1.997217996,-0.362029786,0.40976742,-0.366379941,-0.581475121,-0.024263626,0.064858923,0.12895507,0.051197188,-0.004358328
3426731,-0.122279735,0.650483549,-0.189057381,0.522404499,-0.172424511,-0.104932045,0.141055924,0.027451455,-0.012652333,0.060871403
37794,1.87667047,-0.329157731,0.21875855,0.729320874,-0.752861485,-0.015015437,-0.014358614,-0.118758992,0.047950984,0.056231543
61226,0.539638385,0.174860238,-0.23482657,0.051886363,0.035049311,0.198707695,0.168685285,-0.081582008,0.03043167,0.011841772
79959,-1.069501781,0.832262635,1.176031073,0.771716961,-0.091547748,0.226452261,0.170187798,-0.017219614,0.136868485,0.027791852
210991,0.156134121,0.758577672,0.613401348,0.738902739,-0.171955003,0.083131445,0.056726976,-0.02473829,-0.060021273,0.095496894
264350,-0.083775738,0.996445145,0.616633014,0.702100687,-0.221275511,0.042067148,0.100497168,0.01658443,-0.046073603,0.060505567
359026,0.210503368,0.538278152,-0.222733243,0.328198555,0.113826051,0.04953592,-0.00907327,-0.05250582,-0.010267074,0.010902394
609396,1.182990184,0.205836838,-0.018853921,0.1942567,0.016207944,-0.288968216,-0.216718053,-0.0511406,-0.116593696,-0.023869955
789721,1.158529226,-0.122035799,-0.440879977,-0.443227043,-0.052202264,-0.053592445,0.234046393,-0.064979797,0.030480945,-0.068068583
800100,1.734132797,-0.323672788,0.615397181,-0.087081299,0.298402168,0.670141141,-0.136786018,0.02507339,-0.06448149,0.057556056
867980,0.295848848,0.960412944,0.131376906,0.574958458,-0.160797023,0.038587628,0.036508889,-0.004192534,0.102880935,0.0570261
932299,1.663748987,0.247544866,0.367966877,-0.458157298,0.135382043,-0.127960492,-8.37039E-05,0.041016319,-0.116786209,0.054962868
1379627,0.712180023,0.28050906,-0.625117161,0.060360007,0.162188721,-0.249854475,0.092802898,-0.021187488,-0.026161392,0.039118662
16281,1.153534755,0.022256176,-0.274367361,0.227706458,-0.387672669,0.105052844,0.057472507,-0.086420866,0.049580653,-0.030440463
32401,0.07728953,-0.062580099,-0.018769818,-0.034891152,0.523039813,0.055472478,-0.207236168,-0.085936682,-0.0407985,0.022455748
45313,0.688144383,0.384429595,-0.4402504,-0.27272335,0.055843869,0.326208833,-0.026980172,-0.048716419,0.02141099,-0.046147958
58372,0.898851251,0.400364082,-0.109975557,-0.118830179,0.189574933,0.016562565,-0.127449604,0.017584994,-0.018422549,0.006399769
81194,1.390570103,-0.065323673,0.174133203,-0.151958688,-0.206363701,0.150402303,-0.185769963,0.027195729,0.105399964,-0.060508988
93632,0.672239024,0.472448913,-0.155685449,-0.249701539,-0.200684698,0.220691687,-0.043227908,0.030146453,-0.072675343,-0.102426175
108446,1.44620807,0.689275812,0.19342915,-0.136221924,0.013797378,0.120581206,-0.092314592,-0.044830109,-0.100190008,0.03087331
164093,0.573820092,0.243812004,-0.177675807,-0.367980738,-0.160142612,-0.274884696,0.024071209,-0.019849744,0.037835765,-0.044854801
175708,1.274712516,0.078566703,0.126176291,0.112019372,-0.350753688,0.161164752,-0.099033829,0.01291828,0.035995034,-0.09031097
184811,-0.418772183,0.246975489,-0.434058592,-0.489480595,0.081396808,0.019676633,0.096840929,-0.033900804,0.001942946,-0.124979094
191699,1.516923189,-0.012118647,0.092825216,0.062461545,-0.383470852,-0.161447612,-0.092208683,-0.031114223,-0.077265217,-0.112107948
223054,1.65664431,-0.47520387,-0.023349853,-0.20786171,0.335842008,-0.130696702,-0.175959617,0.415228033,-0.046750793,0.10948265
246022,1.896605445,-0.126864545,0.928261249,-0.59073886,-0.223201257,-0.209443507,-0.007713456,0.1966883,0.200246471,0.097189309
403454,1.077041141,0.500247393,-0.276002945,-0.000566116,0.036916524,0.071999586,0.033111714,-0.028752416,0.033789742,0.021677659
424296,1.498132044,-0.379097139,-0.202458673,-0.203162996,-0.094018222,-0.361388703,-0.188355106,-0.078649094,-0.161921191,-0.061525811
520975,0.729215457,0.340588567,0.055499129,-0.171167544,-0.120301702,-0.162138281,-0.079814085,-0.025243517,-0.030123122,-0.039790454
528221,2.101573591,-0.932921736,0.501631735,-0.13404491,-0.878303101,-0.054457342,0.023977799,-0.188838208,0.102851097,0.073745453
568368,2.075459751,-1.372346008,0.302175287,-0.267266425,-0.246534697,-0.124724239,-0.048703187,-0.267482996,0.026986512,0.027008793
575051,0.98744739,0.371256848,-0.117915927,-0.621803047,0.032137062,-0.37225111,0.02642019,0.015408786,0.01240762,0.008357953
582313,1.302682864,0.279516527,-0.400261976,-0.155636471,0.128477836,-0.406339803,-0.080576255,0.0470601,-0.025577781,0.050383855
589630,-1.494950122,0.187377722,0.198446343,0.255791922,0.264890273,-0.327031366,-0.138871882,-0.031755637,-0.05423608,0.015056495
642542,1.442580385,-0.415269834,-0.062251366,-0.076678549,-0.235827431,-0.148588776,-0.034655531,0.262695119,-0.073260098,0.025353687
765900,0.4228825,-0.17870646,-0.106569571,-0.010155974,0.167390513,0.287752722,-0.351922995,-0.022528764,0.030619204,-0.029530777
781350,-4.862879481,-0.485620681,0.600229994,0.747311563,0.325466538,-0.072031104,0.080716565,0.001446928,-0.095397272,0.047336927
859868,-0.485845783,0.281694262,0.201651239,0.178737917,0.378720297,0.000174797,-0.14259613,-0.061586253,-0.019808311,-0.026941065
926237,-1.34154752,0.057732477,-0.477067472,-0.163217582,0.095815132,0.011919471,0.056969508,-0.088681599,-0.035906444,0.001605788
935330,0.418348926,0.237268524,-0.314918285,0.096503135,0.009940517,0.159053299,0.179017617,-0.079488069,-0.008247009,0.026643332
1596642,0.690735676,0.245469447,-0.308636091,0.218263945,0.12360259,-0.159603795,0.068133801,-0.026709447,0.061450797,0.0303399
3276902,0.733760329,0.558594073,-0.181790443,0.58748586,-0.129636501,-0.188931465,0.038331377,-0.002454499,0.026030184,0.05314957
77732,1.720937434,-0.055768497,-0.096923711,-0.50722838,-0.187354792,-0.426996451,-0.028399797,-0.040718345,-0.08891613,0.013663112
339624,0.899598746,0.265170069,-0.114144014,0.225990113,0.444807147,0.354447785,-0.226760085,-0.181602973,-0.007465147,-0.003930796
479149,-0.307208261,-0.290818008,-0.230996709,0.502778747,0.28966349,-0.052163515,0.200345311,0.153352167,0.116989791,-0.031979602
821571,1.256806704,0.197284897,-0.166709963,-0.060842845,0.098515455,0.123478806,-0.135896625,-0.126390148,0.060666325,0.039341457
831381,0.059367053,-0.033713814,0.03433388,-0.195687342,0.19441664,0.109222772,-0.069745999,-0.066058107,-0.076091725,-0.038145855
845662,0.630215001,0.418619826,0.705019979,0.793154029,-0.161249954,0.124010807,0.128481675,-0.038256918,-0.004032305,0.036734492
2775792,-0.644306424,0.344410251,0.414585654,1.063477956,-0.165798578,-0.226780166,0.304003762,0.004261682,0.155804009,0.002173607
7731,-1.708428102,0.281685324,-0.010430402,0.36289773,0.147554449,-0.190948496,0.108664745,-0.023058045,-0.130415716,0.010773922
31067,1.529473216,0.26776106,-0.105383024,-0.335890595,-0.168537464,-0.235390624,-0.001293514,-0.030300694,0.014325964,-0.017845593
55304,1.852692925,-0.609996323,0.01962956,-0.570166302,0.130916592,-0.354307347,0.000453658,-0.136173508,-0.010786156,-0.021199874
162269,0.722347031,0.098116903,-0.644043733,-0.03553006,0.154644386,-0.131859154,0.019844428,-0.08079415,0.09541032,0.008947492
194018,0.538922705,0.196054669,0.060809626,-0.649062032,0.083485591,-0.464500047,-0.039808041,0.00207561,-0.050870105,0.027812539
194703,0.516819533,0.003247746,-0.341949121,-0.495671193,0.013447406,-0.094366178,-0.142851451,0.051895759,-0.070909788,-0.051190529
212612,2.091249533,-1.148123396,0.166326293,-0.262063813,-0.420013592,-0.052599916,0.012195565,-0.210899375,0.052889846,0.032108258
221603,1.657808337,0.127207113,0.436075053,-0.019206062,-0.271469595,-0.184132086,-0.097954461,0.051032212,0.033232016,-0.064930827
235169,-0.848446392,0.278049071,0.155240569,0.449600233,0.335650291,-0.135947626,0.131492256,0.088159421,0.000723348,-0.006974637
257141,-0.442673203,0.138528558,-0.36300281,-0.23340613,0.299733066,0.34118974,-0.269815381,-0.055310706,-0.07708532,-0.012275132
296024,1.357109268,0.566668918,-0.041749923,0.097003041,0.035721027,0.448373451,-0.112478864,-0.117414692,-0.116011472,0.026053532
401287,1.06336603,-0.715596166,-0.418889982,0.32488005,0.012053539,-0.025479808,-0.006691941,-0.045631885,0.147209947,-0.013021484
